qid,video,question,type_code,relation_from_type,relation_from_lexical,relation_final,relation_disagreement,extraction_status,anchor_clause,target_entity,query_roles,query_texts,seed_texts,fallback_reason,n_text_embeddings,n_seed_queries,subject_prepended,head_form,v2_fallback_reason,v2_texts,sample_reason,human_label_anchor_ok,human_label_relation_ok,human_notes
7,4244817395,what does the man do to the boy before leaving him in the middle,TP,BEFORE,BEFORE,BEFORE,0,clause_extracted,leaving him,,"[""original"", ""anchor_primary""]","[""what does the man do to the boy before leaving him in the middle"", ""a video frame showing leaving him""]","[""what does the man do to the boy before leaving him in the middle"", ""a video frame showing leaving him""]",,2,2,0,what_head,no_clause_pattern_matched,"[""a video frame showing the man do to the boy before leaving him in the middle"", ""what does the man do to the boy before leaving him in the middle""]",stratified_TP,,,
3,2401167740,what was the man doing before taking a drink from his cup,TP,BEFORE,BEFORE,BEFORE,0,clause_extracted,the man taking a drink from his cup,the man,"[""original"", ""anchor_primary"", ""target_entity""]","[""what was the man doing before taking a drink from his cup"", ""a video frame showing the man taking a drink from his cup"", ""a video frame showing the man""]","[""what was the man doing before taking a drink from his cup"", ""a video frame showing the man taking a drink from his cup""]",,3,2,1,what_doing,no_clause_pattern_matched,"[""a video frame showing what was the man doing before taking a drink from his cup"", ""what was the man doing before taking a drink from his cup""]",stratified_TP,,,
4,3445431963,how did the first diver filmed position higher hands before waving to the camera,TP,BEFORE,BEFORE,BEFORE,0,clause_extracted,waving to the camera,,"[""original"", ""anchor_primary""]","[""how did the first diver filmed position higher hands before waving to the camera"", ""a video frame showing waving to the camera""]","[""how did the first diver filmed position higher hands before waving to the camera"", ""a video frame showing waving to the camera""]",,2,2,0,how_head,,"[""a video frame showing the first diver filmed position higher hands before waving to the camera""]",stratified_TP,,,
6,3261079025,what did the man in grey do before the plane took off,TP,BEFORE,BEFORE,BEFORE,0,clause_extracted,the plane took off,the man in grey,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the man in grey do before the plane took off"", ""a video frame showing the plane took off"", ""a video frame showing the man in grey""]","[""what did the man in grey do before the plane took off"", ""a video frame showing the plane took off""]",,3,2,0,what_do,,"[""a video frame showing man in grey the plane took off"", ""a video frame showing man in grey""]",stratified_TP,,,
3,9917882506,what was the boy doing right before the girl came to a stop in the middle,TP,BEFORE,BEFORE,BEFORE,0,clause_extracted,the girl came to a stop,the boy,"[""original"", ""anchor_primary"", ""target_entity""]","[""what was the boy doing right before the girl came to a stop in the middle"", ""a video frame showing the girl came to a stop"", ""a video frame showing the boy""]","[""what was the boy doing right before the girl came to a stop in the middle"", ""a video frame showing the girl came to a stop""]",,3,2,0,what_doing,no_clause_pattern_matched,"[""a video frame showing what was the boy doing right before the girl came to a stop in the middle"", ""what was the boy doing right before the girl came to a stop in the middle""]",stratified_TP,,,
6,4925211209,what did the man do before cutting the tree,TP,BEFORE,BEFORE,BEFORE,0,clause_extracted,the man cutting the tree,the man,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the man do before cutting the tree"", ""a video frame showing the man cutting the tree"", ""a video frame showing the man""]","[""what did the man do before cutting the tree"", ""a video frame showing the man cutting the tree""]",,3,2,1,what_do,,"[""a video frame showing man cutting the tree"", ""a video frame showing man""]",stratified_TP,,,
7,4263096481,what did the man do before he cut the fish sideways,TP,BEFORE,BEFORE,BEFORE,0,clause_extracted,he cut the fish sideways,the man,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the man do before he cut the fish sideways"", ""a video frame showing he cut the fish sideways"", ""a video frame showing the man""]","[""what did the man do before he cut the fish sideways"", ""a video frame showing he cut the fish sideways""]",,3,2,0,what_do,,"[""a video frame showing man he cut the fish sideways"", ""a video frame showing man""]",stratified_TP,,,
2,8513603944,what is the person in black doing near the children,TC,DURING,,DURING,0,head_event,the person in black doing near the children,,"[""original"", ""anchor_primary""]","[""what is the person in black doing near the children"", ""a video frame showing the person in black doing near the children""]","[""what is the person in black doing near the children"", ""a video frame showing the person in black doing near the children""]",,2,2,0,what_head,no_clause_pattern_matched,"[""a video frame showing what is the person in black doing near the children"", ""what is the person in black doing near the children""]",stratified_TC,,,
6,5296635780,what is the response of the man as the woman speaks to him at the end of the video,TC,DURING,DURING,DURING,0,clause_extracted,the woman speaks to him,,"[""original"", ""anchor_primary""]","[""what is the response of the man as the woman speaks to him at the end of the video"", ""a video frame showing the woman speaks to him""]","[""what is the response of the man as the woman speaks to him at the end of the video"", ""a video frame showing the woman speaks to him""]",,2,2,0,what_head,no_clause_pattern_matched,"[""a video frame showing what is the response of the man as the woman speaks to him at the end of the video"", ""what is the response of the man as the woman speaks to him at the end of the video""]",stratified_TC,,,
5,12682618843,what did the dog hold onto with his paw briefly while chewing the bone at the start,TC,DURING,DURING,DURING,0,clause_extracted,chewing the bone at the start,,"[""original"", ""anchor_primary""]","[""what did the dog hold onto with his paw briefly while chewing the bone at the start"", ""a video frame showing chewing the bone at the start""]","[""what did the dog hold onto with his paw briefly while chewing the bone at the start"", ""a video frame showing chewing the bone at the start""]",,2,2,0,what_head,no_clause_pattern_matched,"[""a video frame showing the dog hold onto with his paw briefly while chewing the bone at the start"", ""what did the dog hold onto with his paw briefly while chewing the bone at the start""]",stratified_TC,,,
3,5521781780,what does the man in grey hold in his hands while he was walking around,TC,DURING,DURING,DURING,0,clause_extracted,he was walking around,,"[""original"", ""anchor_primary""]","[""what does the man in grey hold in his hands while he was walking around"", ""a video frame showing he was walking around""]","[""what does the man in grey hold in his hands while he was walking around"", ""a video frame showing he was walking around""]",,2,2,0,what_head,no_clause_pattern_matched,"[""a video frame showing the man in grey hold in his hands while he was walking around"", ""what does the man in grey hold in his hands while he was walking around""]",stratified_TC,,,
5,4164771889,how does the boy being buried react as his friends scoop sand on him,TC,DURING,DURING,DURING,0,clause_extracted,his friends scoop sand on him,,"[""original"", ""anchor_primary""]","[""how does the boy being buried react as his friends scoop sand on him"", ""a video frame showing his friends scoop sand on him""]","[""how does the boy being buried react as his friends scoop sand on him"", ""a video frame showing his friends scoop sand on him""]",,2,2,0,how_head,,"[""a video frame showing the boy being buried react as his friends scoop sand on him""]",stratified_TC,,,
7,2782658657,how does the girl in pink position her hands while running,TC,DURING,DURING,DURING,0,clause_extracted,running,,"[""original"", ""anchor_primary""]","[""how does the girl in pink position her hands while running"", ""a video frame showing running""]","[""how does the girl in pink position her hands while running"", ""a video frame showing running""]",,2,2,0,how_head,,"[""a video frame showing the girl in pink position her hands while running""]",stratified_TC,,,
6,5875535585,what does the man in black do as he held the mic stand near the middle of the video,TC,DURING,DURING,DURING,0,clause_extracted,he held the mic stand near the middle of the video,the man in black,"[""original"", ""anchor_primary"", ""target_entity""]","[""what does the man in black do as he held the mic stand near the middle of the video"", ""a video frame showing he held the mic stand near the middle of the video"", ""a video frame showing the man in black""]","[""what does the man in black do as he held the mic stand near the middle of the video"", ""a video frame showing he held the mic stand near the middle of the video""]",,3,2,0,what_do,,"[""a video frame showing he held the mic stand near the middle of the video"", ""a video frame showing man in black near he held the mic stand near the middle of the video""]",stratified_TC,,,
8,3851913128,what does the person in yellow do as the guy in red takes off his goggles in the middle of the video,TC,DURING,DURING,DURING,0,clause_extracted,the guy in red takes off his goggles,the person in yellow,"[""original"", ""anchor_primary"", ""target_entity""]","[""what does the person in yellow do as the guy in red takes off his goggles in the middle of the video"", ""a video frame showing the guy in red takes off his goggles"", ""a video frame showing the person in yellow""]","[""what does the person in yellow do as the guy in red takes off his goggles in the middle of the video"", ""a video frame showing the guy in red takes off his goggles""]",,3,2,0,what_do,,"[""a video frame showing the guy in red takes off his goggles in the middle of the video"", ""a video frame showing person in yellow near the guy in red takes off his goggles in the middle of the video""]",stratified_TC,,,
4,3942617402,what happens to the train as it starts moving,TC,DURING,DURING,DURING,0,clause_extracted,it starts moving,the train,"[""original"", ""anchor_primary"", ""target_entity""]","[""what happens to the train as it starts moving"", ""a video frame showing it starts moving"", ""a video frame showing the train""]","[""what happens to the train as it starts moving"", ""a video frame showing it starts moving""]",,3,2,0,what_happened,no_clause_pattern_matched,"[""a video frame showing what happens to the train as it starts moving"", ""what happens to the train as it starts moving""]",stratified_TC,,,
4,6183104292,what does the lady do as the man poured the food,TC,DURING,DURING,DURING,0,clause_extracted,the man poured the food,the lady,"[""original"", ""anchor_primary"", ""target_entity""]","[""what does the lady do as the man poured the food"", ""a video frame showing the man poured the food"", ""a video frame showing the lady""]","[""what does the lady do as the man poured the food"", ""a video frame showing the man poured the food""]",,3,2,0,what_do,,"[""a video frame showing the man poured the food"", ""a video frame showing lady near the man poured the food""]",stratified_TC,,,
5,8575881495,what does the girl hold on her hand as she was sitting up in the middle,TC,DURING,DURING,DURING,0,clause_extracted,she was sitting up,,"[""original"", ""anchor_primary""]","[""what does the girl hold on her hand as she was sitting up in the middle"", ""a video frame showing she was sitting up""]","[""what does the girl hold on her hand as she was sitting up in the middle"", ""a video frame showing she was sitting up""]",,2,2,0,what_head,no_clause_pattern_matched,"[""a video frame showing the girl hold on her hand as she was sitting up in the middle"", ""what does the girl hold on her hand as she was sitting up in the middle""]",stratified_TC,,,
1,8277866423,how did the brown dog feel when the black dog lunges at the bone,TC,DURING,DURING,DURING,0,clause_extracted,the black dog lunges at the bone,,"[""original"", ""anchor_primary""]","[""how did the brown dog feel when the black dog lunges at the bone"", ""a video frame showing the black dog lunges at the bone""]","[""how did the brown dog feel when the black dog lunges at the bone"", ""a video frame showing the black dog lunges at the bone""]",,2,2,0,how_head,,"[""a video frame showing the brown dog feel when the black dog lunges at the bone""]",stratified_TC,,,
1,3550839192,how did the baby react when the train approached,TC,DURING,DURING,DURING,0,clause_extracted,the train approached,,"[""original"", ""anchor_primary""]","[""how did the baby react when the train approached"", ""a video frame showing the train approached""]","[""how did the baby react when the train approached"", ""a video frame showing the train approached""]",,2,2,0,how_head,,"[""a video frame showing the baby react when the train approached""]",stratified_TC,,,
8,5133787349,how does the man in front react when the other two fall down,TC,DURING,DURING,DURING,0,clause_extracted,the other two fall down,,"[""original"", ""anchor_primary""]","[""how does the man in front react when the other two fall down"", ""a video frame showing the other two fall down""]","[""how does the man in front react when the other two fall down"", ""a video frame showing the other two fall down""]",,2,2,0,how_head,,"[""a video frame showing the man in front react when the other two fall down""]",stratified_TC,,,
2,4935987905,what is the white dog doing as it hid in the bushes,TC,DURING,DURING,DURING,0,clause_extracted,it hid in the bushes,the white dog,"[""original"", ""anchor_primary"", ""target_entity""]","[""what is the white dog doing as it hid in the bushes"", ""a video frame showing it hid in the bushes"", ""a video frame showing the white dog""]","[""what is the white dog doing as it hid in the bushes"", ""a video frame showing it hid in the bushes""]",,3,2,0,what_doing,no_clause_pattern_matched,"[""a video frame showing what is the white dog doing as it hid in the bushes"", ""what is the white dog doing as it hid in the bushes""]",stratified_TC,,,
4,7533369046,what was the baby looking at in the middle of the video,TC,DURING,,DURING,0,head_event,the baby looking at,,"[""original"", ""anchor_primary""]","[""what was the baby looking at in the middle of the video"", ""a video frame showing the baby looking at""]","[""what was the baby looking at in the middle of the video"", ""a video frame showing the baby looking at""]",,2,2,0,what_head,no_clause_pattern_matched,"[""a video frame showing what was the baby looking at in the middle of the video"", ""what was the baby looking at in the middle of the video""]",stratified_TC,,,
1,5875242364,where did the baby put his fingers when he was sitting in the makeshift pool,TC,DURING,DURING,DURING,0,clause_extracted,he was sitting in the makeshift pool,,"[""original"", ""anchor_primary""]","[""where did the baby put his fingers when he was sitting in the makeshift pool"", ""a video frame showing he was sitting in the makeshift pool""]","[""where did the baby put his fingers when he was sitting in the makeshift pool"", ""a video frame showing he was sitting in the makeshift pool""]",,2,2,0,wh_other,no_clause_pattern_matched,"[""a video frame showing the baby put his fingers when he was sitting in the makeshift pool"", ""where did the baby put his fingers when he was sitting in the makeshift pool""]",stratified_TC,,,
7,10001787725,what does the baby do as it tries to move forwards,TC,DURING,DURING,DURING,0,clause_extracted,it tries to move forwards,the baby,"[""original"", ""anchor_primary"", ""target_entity""]","[""what does the baby do as it tries to move forwards"", ""a video frame showing it tries to move forwards"", ""a video frame showing the baby""]","[""what does the baby do as it tries to move forwards"", ""a video frame showing it tries to move forwards""]",,3,2,0,what_do,,"[""a video frame showing it tries to move forwards"", ""a video frame showing baby near it tries to move forwards""]",stratified_TC,,,
8,6786501294,how does the boy respond to the blond lady who is talking to him,TC,DURING,,DURING,0,head_event,the boy respond to the blond lady who is talking to him,,"[""original"", ""anchor_primary""]","[""how does the boy respond to the blond lady who is talking to him"", ""a video frame showing the boy respond to the blond lady who is talking to him""]","[""how does the boy respond to the blond lady who is talking to him"", ""a video frame showing the boy respond to the blond lady who is talking to him""]",,2,2,0,how_head,,"[""a video frame showing the boy respond to the blond lady talking to him""]",stratified_TC,,,
7,5256928210,what does the man wear on his head,TC,DURING,,DURING,0,head_event,the man wear on his head,,"[""original"", ""anchor_primary""]","[""what does the man wear on his head"", ""a video frame showing the man wear on his head""]","[""what does the man wear on his head"", ""a video frame showing the man wear on his head""]",,2,2,0,what_head,no_clause_pattern_matched,"[""a video frame showing the man wear on his head"", ""what does the man wear on his head""]",stratified_TC,,,
8,3830567237,what do the two women in stripes do at the end while the man is washing the horse,TC,DURING,DURING,DURING,0,clause_extracted,the man is washing the horse,the two women in stripes,"[""original"", ""anchor_primary"", ""target_entity""]","[""what do the two women in stripes do at the end while the man is washing the horse"", ""a video frame showing the man is washing the horse"", ""a video frame showing the two women in stripes""]","[""what do the two women in stripes do at the end while the man is washing the horse"", ""a video frame showing the man is washing the horse""]",,3,2,0,what_do,no_clause_pattern_matched,"[""a video frame showing what do the two women in stripes do at the end while the man is washing the horse"", ""what do the two women in stripes do at the end while the man is washing the horse""]",stratified_TC,,,
8,6898821807,what does the boy do when he realises the baby is crying,TC,DURING,DURING,DURING,0,clause_extracted,he realises the baby is crying,the boy,"[""original"", ""anchor_primary"", ""target_entity""]","[""what does the boy do when he realises the baby is crying"", ""a video frame showing he realises the baby is crying"", ""a video frame showing the boy""]","[""what does the boy do when he realises the baby is crying"", ""a video frame showing he realises the baby is crying""]",,3,2,0,what_do,,"[""a video frame showing he realises the baby is crying"", ""a video frame showing boy near he realises the baby is crying""]",stratified_TC,,,
2,5427285434,what was the person opposite the boy doing as the boy was dancing near the end,TC,DURING,DURING,DURING,0,clause_extracted,the boy was dancing near the end,the person opposite the boy,"[""original"", ""anchor_primary"", ""target_entity""]","[""what was the person opposite the boy doing as the boy was dancing near the end"", ""a video frame showing the boy was dancing near the end"", ""a video frame showing the person opposite the boy""]","[""what was the person opposite the boy doing as the boy was dancing near the end"", ""a video frame showing the boy was dancing near the end""]",,3,2,0,what_doing,no_clause_pattern_matched,"[""a video frame showing what was the person opposite the boy doing as the boy was dancing near the end"", ""what was the person opposite the boy doing as the boy was dancing near the end""]",stratified_TC,,,
7,3303565503,how does the lady react to the man moving his hand to her waist,TC,DURING,,DURING,0,head_event,the lady react to the man moving his hand to her waist,,"[""original"", ""anchor_primary""]","[""how does the lady react to the man moving his hand to her waist"", ""a video frame showing the lady react to the man moving his hand to her waist""]","[""how does the lady react to the man moving his hand to her waist"", ""a video frame showing the lady react to the man moving his hand to her waist""]",,2,2,0,how_head,,"[""a video frame showing the lady react to the man moving his hand to her waist""]",stratified_TC,,,
2,3902997424,how did the 2 people react to the guy playing keyboard,TC,DURING,,DURING,0,head_event,the 2 people react to the guy playing keyboard,,"[""original"", ""anchor_primary""]","[""how did the 2 people react to the guy playing keyboard"", ""a video frame showing the 2 people react to the guy playing keyboard""]","[""how did the 2 people react to the guy playing keyboard"", ""a video frame showing the 2 people react to the guy playing keyboard""]",,2,2,0,how_head,,"[""a video frame showing the 2 people react to the guy playing keyboard""]",stratified_TC,,,
9,3960291106,what is the lady doing as she clapped at the end of the video,TC,DURING,DURING,DURING,0,clause_extracted,she clapped,the lady,"[""original"", ""anchor_primary"", ""target_entity""]","[""what is the lady doing as she clapped at the end of the video"", ""a video frame showing she clapped"", ""a video frame showing the lady""]","[""what is the lady doing as she clapped at the end of the video"", ""a video frame showing she clapped""]",,3,2,0,what_doing,no_clause_pattern_matched,"[""a video frame showing what is the lady doing as she clapped at the end of the video"", ""what is the lady doing as she clapped at the end of the video""]",stratified_TC,,,
3,9408800471,does the dog try to bite on the ball when the ball rolls on the ground,TC,DURING,DURING,DURING,0,clause_extracted,the ball rolls on the ground,,"[""original"", ""anchor_primary""]","[""does the dog try to bite on the ball when the ball rolls on the ground"", ""a video frame showing the ball rolls on the ground""]","[""does the dog try to bite on the ball when the ball rolls on the ground"", ""a video frame showing the ball rolls on the ground""]",,2,2,0,unmatched,no_clause_pattern_matched,"[""a video frame showing does the dog try to bite on the ball when the ball rolls on the ground"", ""does the dog try to bite on the ball when the ball rolls on the ground""]",stratified_TC,,,
7,8189958994,what did the black dog do when it saw the white dog,TC,DURING,DURING,DURING,0,clause_extracted,it saw the white dog,the black dog,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the black dog do when it saw the white dog"", ""a video frame showing it saw the white dog"", ""a video frame showing the black dog""]","[""what did the black dog do when it saw the white dog"", ""a video frame showing it saw the white dog""]",,3,2,0,what_do,,"[""a video frame showing it saw the white dog"", ""a video frame showing black dog near it saw the white dog""]",stratified_TC,,,
3,3388598772,what does the man with a white cap do ater the man in blue and the woman in black finished kissing,TC,DURING,,DURING,0,head_event,the man with a white cap do ater the man in blue and the woman in black finished kissing,,"[""original"", ""anchor_primary""]","[""what does the man with a white cap do ater the man in blue and the woman in black finished kissing"", ""a video frame showing the man with a white cap do ater the man in blue and the woman in black finished kissing""]","[""what does the man with a white cap do ater the man in blue and the woman in black finished kissing"", ""a video frame showing the man with a white cap do ater the man in blue and the woman in black finished kissing""]",,2,2,0,what_head,no_clause_pattern_matched,"[""a video frame showing the man with a white cap do ater the man in blue and the woman in black finished kissing"", ""what does the man with a white cap do ater the man in blue and the woman in black finished kissing""]",stratified_TC,,,
2,6898821807,how does the boy react to the baby pushing his hand away,TC,DURING,,DURING,0,head_event,the boy react to the baby pushing his hand away,,"[""original"", ""anchor_primary""]","[""how does the boy react to the baby pushing his hand away"", ""a video frame showing the boy react to the baby pushing his hand away""]","[""how does the boy react to the baby pushing his hand away"", ""a video frame showing the boy react to the baby pushing his hand away""]",,2,2,0,how_head,,"[""a video frame showing the boy react to the baby pushing his hand away""]",stratified_TC,,,
3,6037747123,what are the people on the grass doing,TC,DURING,,DURING,0,entity_only,,the people on the grass,"[""original"", ""target_entity""]","[""what are the people on the grass doing"", ""a video frame showing the people on the grass""]","[""what are the people on the grass doing""]",,2,1,0,what_doing,no_clause_pattern_matched,"[""a video frame showing what are the people on the grass doing"", ""what are the people on the grass doing""]",parser_failure,,,
2,2833209794,what are the ladies shown at the other side of the escalator doing,TC,DURING,,DURING,0,entity_only,,the ladies shown at the other side of the escalator,"[""original"", ""target_entity""]","[""what are the ladies shown at the other side of the escalator doing"", ""a video frame showing the ladies shown at the other side of the escalator""]","[""what are the ladies shown at the other side of the escalator doing""]",,2,1,0,what_doing,no_clause_pattern_matched,"[""a video frame showing what are the ladies shown at the other side of the escalator doing"", ""what are the ladies shown at the other side of the escalator doing""]",parser_failure,,,
6,5349766264,what are the people doing in the video,TC,DURING,,DURING,0,entity_only,,the people,"[""original"", ""target_entity""]","[""what are the people doing in the video"", ""a video frame showing the people""]","[""what are the people doing in the video""]",,2,1,0,what_doing,no_clause_pattern_matched,"[""a video frame showing what are the people doing"", ""what are the people doing in the video""]",parser_failure,,,
9,3526597179,what are the three people doing at the end of the video,TC,DURING,,DURING,0,entity_only,,the three people,"[""original"", ""target_entity""]","[""what are the three people doing at the end of the video"", ""a video frame showing the three people""]","[""what are the three people doing at the end of the video""]",,2,1,0,what_doing,no_clause_pattern_matched,"[""a video frame showing what are the three people doing at the end of the video"", ""what are the three people doing at the end of the video""]",parser_failure,,,
5,4942054721,what was the goat at the leftmost doing at the end of the video,TC,DURING,,DURING,0,entity_only,,the goat at the leftmost,"[""original"", ""target_entity""]","[""what was the goat at the leftmost doing at the end of the video"", ""a video frame showing the goat at the leftmost""]","[""what was the goat at the leftmost doing at the end of the video""]",,2,1,0,what_doing,no_clause_pattern_matched,"[""a video frame showing what was the goat at the leftmost doing at the end of the video"", ""what was the goat at the leftmost doing at the end of the video""]",parser_failure,,,
7,5521781780,what activity is being carried out by the group of people,TC,DURING,,DURING,0,no_structure,,,"[""original""]","[""what activity is being carried out by the group of people""]","[""what activity is being carried out by the group of people""]",no_anchor_event,1,1,0,unmatched,no_clause_pattern_matched,"[""a video frame showing what activity is being carried out by the group of people"", ""what activity is being carried out by the group of people""]",parser_failure,,,
2,4671452046,why the cup toppled,CW,CAUSE,,CAUSE,0,no_structure,,,"[""original""]","[""why the cup toppled""]","[""why the cup toppled""]",no_anchor_event,1,1,0,unmatched,no_clause_pattern_matched,"[""a video frame showing why the cup toppled"", ""why the cup toppled""]",parser_failure,,,
7,5504913999,what sport is the man doing,TC,DURING,,DURING,0,no_structure,,,"[""original""]","[""what sport is the man doing""]","[""what sport is the man doing""]",no_anchor_event,1,1,0,unmatched,no_clause_pattern_matched,"[""a video frame showing what sport is the man doing"", ""what sport is the man doing""]",parser_failure,,,
2,4516967897,what did the lady with short blonde hair do at the end of the video,TC,DURING,,DURING,0,entity_only,,the lady with short blonde hair,"[""original"", ""target_entity""]","[""what did the lady with short blonde hair do at the end of the video"", ""a video frame showing the lady with short blonde hair""]","[""what did the lady with short blonde hair do at the end of the video""]",,2,1,0,what_do,no_clause_pattern_matched,"[""a video frame showing the lady with short blonde hair do at the end of the video"", ""what did the lady with short blonde hair do at the end of the video""]",parser_failure,,,
8,8171216955,what did the boy do in the middle of the video,TC,DURING,,DURING,0,entity_only,,the boy,"[""original"", ""target_entity""]","[""what did the boy do in the middle of the video"", ""a video frame showing the boy""]","[""what did the boy do in the middle of the video""]",,2,1,0,what_do,no_clause_pattern_matched,"[""a video frame showing the boy do in the middle of the video"", ""what did the boy do in the middle of the video""]",parser_failure,,,
4,4942054721,what were the goats doing that were zoomed in by the video doing,TC,DURING,,DURING,0,entity_only,,the goats doing that were zoomed in by the video,"[""original"", ""target_entity""]","[""what were the goats doing that were zoomed in by the video doing"", ""a video frame showing the goats doing that were zoomed in by the video""]","[""what were the goats doing that were zoomed in by the video doing""]",,2,1,0,what_doing,no_clause_pattern_matched,"[""a video frame showing what were the goats doing that were zoomed in by the video doing"", ""what were the goats doing that were zoomed in by the video doing""]",parser_failure,,,
4,5205081904,what activity is the child doing,TC,DURING,,DURING,0,no_structure,,,"[""original""]","[""what activity is the child doing""]","[""what activity is the child doing""]",no_anchor_event,1,1,0,unmatched,no_clause_pattern_matched,"[""a video frame showing what activity is the child doing"", ""what activity is the child doing""]",parser_failure,,,
5,5328004991,what activity is being done,TC,DURING,,DURING,0,no_structure,,,"[""original""]","[""what activity is being done""]","[""what activity is being done""]",no_anchor_event,1,1,0,unmatched,no_clause_pattern_matched,"[""a video frame showing what activity is being done"", ""what activity is being done""]",parser_failure,,,
9,4244817395,what activity is the boy carrying out,TC,DURING,,DURING,0,no_structure,,,"[""original""]","[""what activity is the boy carrying out""]","[""what activity is the boy carrying out""]",no_anchor_event,1,1,0,unmatched,no_clause_pattern_matched,"[""a video frame showing what activity is the boy carrying out"", ""what activity is the boy carrying out""]",parser_failure,,,
9,6239210933,what activity is the child doing,TC,DURING,,DURING,0,no_structure,,,"[""original""]","[""what activity is the child doing""]","[""what activity is the child doing""]",no_anchor_event,1,1,0,unmatched,no_clause_pattern_matched,"[""a video frame showing what activity is the child doing"", ""what activity is the child doing""]",parser_failure,,,
7,2990321092,who finished the food first,TC,DURING,,DURING,0,no_structure,,,"[""original""]","[""who finished the food first""]","[""who finished the food first""]",no_anchor_event,1,1,0,unmatched,no_clause_pattern_matched,"[""a video frame showing who finished the food first"", ""who finished the food first""]",parser_failure,,,
8,4010069381,what did the girl do at the end of the video,TC,DURING,,DURING,0,entity_only,,the girl,"[""original"", ""target_entity""]","[""what did the girl do at the end of the video"", ""a video frame showing the girl""]","[""what did the girl do at the end of the video""]",,2,1,0,what_do,no_clause_pattern_matched,"[""a video frame showing the girl do at the end of the video"", ""what did the girl do at the end of the video""]",parser_failure,,,
1,3359075894,what did the man in grey do at the end,TC,DURING,,DURING,0,entity_only,,the man in grey,"[""original"", ""target_entity""]","[""what did the man in grey do at the end"", ""a video frame showing the man in grey""]","[""what did the man in grey do at the end""]",,2,1,0,what_do,no_clause_pattern_matched,"[""a video frame showing the man in grey do at the end"", ""what did the man in grey do at the end""]",parser_failure,,,
9,3711681535,how many people are in the video,TC,DURING,,DURING,0,no_structure,,,"[""original""]","[""how many people are in the video""]","[""how many people are in the video""]",no_anchor_event,1,1,0,unmatched,no_clause_pattern_matched,"[""a video frame showing how many people are"", ""how many people are in the video""]",parser_failure,,,
0,11849091804,what is the kid with red and blue shirt doing,TC,DURING,,DURING,0,entity_only,,the kid with red and blue shirt,"[""original"", ""target_entity""]","[""what is the kid with red and blue shirt doing"", ""a video frame showing the kid with red and blue shirt""]","[""what is the kid with red and blue shirt doing""]",,2,1,0,what_doing,no_clause_pattern_matched,"[""a video frame showing what is the kid with red and blue shirt doing"", ""what is the kid with red and blue shirt doing""]",parser_failure,,,
2,5433090067,what did the girl do at the end of the video,TC,DURING,,DURING,0,entity_only,,the girl,"[""original"", ""target_entity""]","[""what did the girl do at the end of the video"", ""a video frame showing the girl""]","[""what did the girl do at the end of the video""]",,2,1,0,what_do,no_clause_pattern_matched,"[""a video frame showing the girl do at the end of the video"", ""what did the girl do at the end of the video""]",parser_failure,,,
0,3218498932,what are the boys doing,TC,DURING,,DURING,0,entity_only,,the boys,"[""original"", ""target_entity""]","[""what are the boys doing"", ""a video frame showing the boys""]","[""what are the boys doing""]",,2,1,0,what_doing,no_clause_pattern_matched,"[""a video frame showing what are the boys doing"", ""what are the boys doing""]",parser_failure,,,
2,9576671750,which side of the phone did the person show the camera at the end,TC,DURING,,DURING,0,no_structure,,,"[""original""]","[""which side of the phone did the person show the camera at the end""]","[""which side of the phone did the person show the camera at the end""]",no_anchor_event,1,1,0,unmatched,no_clause_pattern_matched,"[""a video frame showing which side of the phone did the person show the camera at the end"", ""which side of the phone did the person show the camera at the end""]",parser_failure,,,
5,3741143820,why deos the man with grey and black sweater walks to the corner of the stage in the beginning,CW,CAUSE,,CAUSE,0,no_structure,,,"[""original""]","[""why deos the man with grey and black sweater walks to the corner of the stage in the beginning""]","[""why deos the man with grey and black sweater walks to the corner of the stage in the beginning""]",no_anchor_event,1,1,0,unmatched,no_clause_pattern_matched,"[""a video frame showing why deos the man with grey and black sweater walks to the corner of the stage in the beginning"", ""why deos the man with grey and black sweater walks to the corner of the stage in the beginning""]",parser_failure,,,
5,2442307875,what was the smallest girl at the outer right doing at the end of the video,TC,DURING,,DURING,0,entity_only,,the smallest girl at the outer right,"[""original"", ""target_entity""]","[""what was the smallest girl at the outer right doing at the end of the video"", ""a video frame showing the smallest girl at the outer right""]","[""what was the smallest girl at the outer right doing at the end of the video""]",,2,1,0,what_doing,no_clause_pattern_matched,"[""a video frame showing what was the smallest girl at the outer right doing at the end of the video"", ""what was the smallest girl at the outer right doing at the end of the video""]",parser_failure,,,
4,4372494989,why the man bend down,CW,CAUSE,,CAUSE,0,no_structure,,,"[""original""]","[""why the man bend down""]","[""why the man bend down""]",no_anchor_event,1,1,0,unmatched,no_clause_pattern_matched,"[""a video frame showing why the man bend down"", ""why the man bend down""]",parser_failure,,,
