qid,video,question,type_code,relation_from_type,relation_from_lexical,relation_final,relation_disagreement,extraction_status,anchor_clause,target_entity,query_roles,query_texts,seed_texts,fallback_reason,n_text_embeddings,n_seed_queries,subject_prepended,head_form,v2_fallback_reason,v2_texts
6,3821781616,how did the man quench his thirst at the start,CH,MANNER,,MANNER,0,head_event,the man quench his thirst at the start,,"[""original"", ""anchor_primary""]","[""how did the man quench his thirst at the start"", ""a video frame showing the man quench his thirst at the start""]","[""how did the man quench his thirst at the start"", ""a video frame showing the man quench his thirst at the start""]",,2,2,0,how_head,,"[""a video frame showing the man quench his thirst at the start""]"
6,3105728894,why are the two exceptionally tall men approach the stage in the middle,CW,CAUSE,,CAUSE,0,head_event,the two exceptionally tall men approach the stage,,"[""original"", ""anchor_primary""]","[""why are the two exceptionally tall men approach the stage in the middle"", ""a video frame showing the two exceptionally tall men approach the stage""]","[""why are the two exceptionally tall men approach the stage in the middle"", ""a video frame showing the two exceptionally tall men approach the stage""]",,2,2,0,why_head,no_clause_pattern_matched,"[""a video frame showing why are the two exceptionally tall men approach the stage in the middle"", ""why are the two exceptionally tall men approach the stage in the middle""]"
5,7531285946,what did the cameraman do after the lady crossed over to the other side,TN,AFTER,AFTER,AFTER,0,clause_extracted,the lady crossed over to the other side,the cameraman,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the cameraman do after the lady crossed over to the other side"", ""a video frame showing the lady crossed over to the other side"", ""a video frame showing the cameraman""]","[""what did the cameraman do after the lady crossed over to the other side"", ""a video frame showing the lady crossed over to the other side""]",,3,2,0,what_do,,"[""a video frame showing cameraman the lady crossed over to the other side"", ""a video frame showing cameraman""]"
3,6143391925,why did the baby point at the tv,CW,CAUSE,,CAUSE,0,head_event,the baby point at the tv,,"[""original"", ""anchor_primary""]","[""why did the baby point at the tv"", ""a video frame showing the baby point at the tv""]","[""why did the baby point at the tv"", ""a video frame showing the baby point at the tv""]",,2,2,0,why_head,,"[""a video frame showing the baby point at the tv""]"
1,6011836129,why do the women raise their heads in the middle of the video,CW,CAUSE,,CAUSE,0,head_event,the women raise their heads,,"[""original"", ""anchor_primary""]","[""why do the women raise their heads in the middle of the video"", ""a video frame showing the women raise their heads""]","[""why do the women raise their heads in the middle of the video"", ""a video frame showing the women raise their heads""]",,2,2,0,why_head,no_clause_pattern_matched,"[""a video frame showing why do the women raise their heads in the middle of the video"", ""why do the women raise their heads in the middle of the video""]"
1,6898821807,why is the boy hopping at the start of the video,CW,CAUSE,,CAUSE,0,head_event,the boy hopping at the start of the video,,"[""original"", ""anchor_primary""]","[""why is the boy hopping at the start of the video"", ""a video frame showing the boy hopping at the start of the video""]","[""why is the boy hopping at the start of the video"", ""a video frame showing the boy hopping at the start of the video""]",,2,2,0,why_head,no_clause_pattern_matched,"[""a video frame showing why is the boy hopping at the start of the video"", ""why is the boy hopping at the start of the video""]"
6,8189958994,how did the lady reacted when the black dog walked around her,TC,DURING,DURING,DURING,0,clause_extracted,the black dog walked around her,,"[""original"", ""anchor_primary""]","[""how did the lady reacted when the black dog walked around her"", ""a video frame showing the black dog walked around her""]","[""how did the lady reacted when the black dog walked around her"", ""a video frame showing the black dog walked around her""]",,2,2,0,how_head,,"[""a video frame showing the lady reacted when the black dog walked around her""]"
6,5681946487,how is the boy positioned in the pail when the lady wipes his face at the start,TC,DURING,DURING,DURING,0,clause_extracted,the lady wipes his face at the start,,"[""original"", ""anchor_primary""]","[""how is the boy positioned in the pail when the lady wipes his face at the start"", ""a video frame showing the lady wipes his face at the start""]","[""how is the boy positioned in the pail when the lady wipes his face at the start"", ""a video frame showing the lady wipes his face at the start""]",,2,2,0,how_head,no_clause_pattern_matched,"[""a video frame showing how is the boy positioned in the pail when the lady wipes his face at the start"", ""how is the boy positioned in the pail when the lady wipes his face at the start""]"
1,7164729910,why does the boy move the toy car backwards at the start of the video,CW,CAUSE,,CAUSE,0,head_event,the boy move the toy car backwards at the start of the video,,"[""original"", ""anchor_primary""]","[""why does the boy move the toy car backwards at the start of the video"", ""a video frame showing the boy move the toy car backwards at the start of the video""]","[""why does the boy move the toy car backwards at the start of the video"", ""a video frame showing the boy move the toy car backwards at the start of the video""]",,2,2,0,why_head,,"[""a video frame showing the boy move the toy car backwards at the start of the video""]"
0,4189100053,why does the woman hold a piece of tissue on her hand,CW,CAUSE,,CAUSE,0,head_event,the woman hold a piece of tissue on her hand,,"[""original"", ""anchor_primary""]","[""why does the woman hold a piece of tissue on her hand"", ""a video frame showing the woman hold a piece of tissue on her hand""]","[""why does the woman hold a piece of tissue on her hand"", ""a video frame showing the woman hold a piece of tissue on her hand""]",,2,2,0,why_head,,"[""a video frame showing the woman hold a piece of tissue on her hand""]"
8,3261079025,how was the plane moving before it took off,CH,MANNER,BEFORE,MANNER,1,clause_extracted,the plane moving,,"[""original"", ""anchor_primary""]","[""how was the plane moving before it took off"", ""a video frame showing the plane moving""]","[""how was the plane moving before it took off"", ""a video frame showing the plane moving""]",,2,2,0,how_head,no_clause_pattern_matched,"[""a video frame showing how was the plane moving before it took off"", ""how was the plane moving before it took off""]"
3,5134317883,why are the men removing the pulp from inside,CW,CAUSE,,CAUSE,0,head_event,the men removing the pulp from inside,,"[""original"", ""anchor_primary""]","[""why are the men removing the pulp from inside"", ""a video frame showing the men removing the pulp from inside""]","[""why are the men removing the pulp from inside"", ""a video frame showing the men removing the pulp from inside""]",,2,2,0,why_head,no_clause_pattern_matched,"[""a video frame showing why are the men removing the pulp from inside"", ""why are the men removing the pulp from inside""]"
11,5561024834,how does the boy get back on the bed,CH,MANNER,,MANNER,0,head_event,the boy get back on the bed,,"[""original"", ""anchor_primary""]","[""how does the boy get back on the bed"", ""a video frame showing the boy get back on the bed""]","[""how does the boy get back on the bed"", ""a video frame showing the boy get back on the bed""]",,2,2,0,how_head,,"[""a video frame showing the boy get back on the bed""]"
8,4698622422,how does the boy play with the ball,CH,MANNER,,MANNER,0,head_event,the boy play with the ball,,"[""original"", ""anchor_primary""]","[""how does the boy play with the ball"", ""a video frame showing the boy play with the ball""]","[""how does the boy play with the ball"", ""a video frame showing the boy play with the ball""]",,2,2,0,how_head,,"[""a video frame showing the boy play with the ball""]"
6,2454242177,how did the baby support himself when walking around the room,CH,MANNER,DURING,MANNER,1,clause_extracted,the baby support himself,,"[""original"", ""anchor_primary""]","[""how did the baby support himself when walking around the room"", ""a video frame showing the baby support himself""]","[""how did the baby support himself when walking around the room"", ""a video frame showing the baby support himself""]",,2,2,0,how_head,,"[""a video frame showing the baby support himself when walking around the room""]"
4,8080432373,why did the man lean towards the baby girl near the end,CW,CAUSE,,CAUSE,0,head_event,the man lean towards the baby girl near the end,,"[""original"", ""anchor_primary""]","[""why did the man lean towards the baby girl near the end"", ""a video frame showing the man lean towards the baby girl near the end""]","[""why did the man lean towards the baby girl near the end"", ""a video frame showing the man lean towards the baby girl near the end""]",,2,2,0,why_head,,"[""a video frame showing the man lean towards the baby girl near the end""]"
0,4127497265,how does the baby react while trying to chew on the toy,TC,DURING,DURING,DURING,0,clause_extracted,trying to chew on the toy,,"[""original"", ""anchor_primary""]","[""how does the baby react while trying to chew on the toy"", ""a video frame showing trying to chew on the toy""]","[""how does the baby react while trying to chew on the toy"", ""a video frame showing trying to chew on the toy""]",,2,2,0,how_head,,"[""a video frame showing the baby react while trying to chew on the toy""]"
11,4671452046,how is the man in white eating from his plate,CH,MANNER,,MANNER,0,head_event,the man in white eating from his plate,,"[""original"", ""anchor_primary""]","[""how is the man in white eating from his plate"", ""a video frame showing the man in white eating from his plate""]","[""how is the man in white eating from his plate"", ""a video frame showing the man in white eating from his plate""]",,2,2,0,how_head,no_clause_pattern_matched,"[""a video frame showing how is the man in white eating from his plate"", ""how is the man in white eating from his plate""]"
0,4412508597,what does the boy do after tying the strape around his wrist,TN,AFTER,AFTER,AFTER,0,clause_extracted,the boy tying the strape around his wrist,the boy,"[""original"", ""anchor_primary"", ""target_entity""]","[""what does the boy do after tying the strape around his wrist"", ""a video frame showing the boy tying the strape around his wrist"", ""a video frame showing the boy""]","[""what does the boy do after tying the strape around his wrist"", ""a video frame showing the boy tying the strape around his wrist""]",,3,2,1,what_do,,"[""a video frame showing boy tying the strape around his wrist"", ""a video frame showing boy""]"
6,5173770364,why did the baby lean forward,CW,CAUSE,,CAUSE,0,head_event,the baby lean forward,,"[""original"", ""anchor_primary""]","[""why did the baby lean forward"", ""a video frame showing the baby lean forward""]","[""why did the baby lean forward"", ""a video frame showing the baby lean forward""]",,2,2,0,why_head,,"[""a video frame showing the baby lean forward""]"
8,6201488511,how did the lady wipe her sweat off her face,CH,MANNER,,MANNER,0,head_event,the lady wipe her sweat off her face,,"[""original"", ""anchor_primary""]","[""how did the lady wipe her sweat off her face"", ""a video frame showing the lady wipe her sweat off her face""]","[""how did the lady wipe her sweat off her face"", ""a video frame showing the lady wipe her sweat off her face""]",,2,2,0,how_head,,"[""a video frame showing the lady wipe her sweat off her face""]"
3,14003541505,what does the girl in pink first do to the baby when she approached it,TC,DURING,DURING,DURING,0,clause_extracted,she approached it,,"[""original"", ""anchor_primary""]","[""what does the girl in pink first do to the baby when she approached it"", ""a video frame showing she approached it""]","[""what does the girl in pink first do to the baby when she approached it"", ""a video frame showing she approached it""]",,2,2,0,what_head,no_clause_pattern_matched,"[""a video frame showing the girl in pink first do to the baby when she approached it"", ""what does the girl in pink first do to the baby when she approached it""]"
8,3741143820,how did the guy in the audience respond after the two guy performers finished talking at the end of the video,TN,AFTER,AFTER,AFTER,0,clause_extracted,the two guy performers finished talking,,"[""original"", ""anchor_primary""]","[""how did the guy in the audience respond after the two guy performers finished talking at the end of the video"", ""a video frame showing the two guy performers finished talking""]","[""how did the guy in the audience respond after the two guy performers finished talking at the end of the video"", ""a video frame showing the two guy performers finished talking""]",,2,2,0,how_head,,"[""a video frame showing the guy in the audience respond after the two guy performers finished talking at the end of the video""]"
2,2535384528,why did the man in black pause after swinging,CW,CAUSE,AFTER,CAUSE,1,clause_extracted,the man in black pause,,"[""original"", ""anchor_primary""]","[""why did the man in black pause after swinging"", ""a video frame showing the man in black pause""]","[""why did the man in black pause after swinging"", ""a video frame showing the man in black pause""]",,2,2,0,why_head,,"[""a video frame showing the man in black pause after swinging""]"
1,8132842161,how are the people feeling when watching the animatronics show,TC,DURING,DURING,DURING,0,clause_extracted,watching the animatronics show,,"[""original"", ""anchor_primary""]","[""how are the people feeling when watching the animatronics show"", ""a video frame showing watching the animatronics show""]","[""how are the people feeling when watching the animatronics show"", ""a video frame showing watching the animatronics show""]",,2,2,0,how_head,no_clause_pattern_matched,"[""a video frame showing how are the people feeling when watching the animatronics show"", ""how are the people feeling when watching the animatronics show""]"
5,6233408665,what did the lady in pink do after she adjusted her shirt,TN,AFTER,AFTER,AFTER,0,clause_extracted,she adjusted her shirt,the lady in pink,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the lady in pink do after she adjusted her shirt"", ""a video frame showing she adjusted her shirt"", ""a video frame showing the lady in pink""]","[""what did the lady in pink do after she adjusted her shirt"", ""a video frame showing she adjusted her shirt""]",,3,2,0,what_do,,"[""a video frame showing lady in pink she adjusted her shirt"", ""a video frame showing lady in pink""]"
4,12392885583,what did the boy do after he got the pacifier,TN,AFTER,AFTER,AFTER,0,clause_extracted,he got the pacifier,the boy,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the boy do after he got the pacifier"", ""a video frame showing he got the pacifier"", ""a video frame showing the boy""]","[""what did the boy do after he got the pacifier"", ""a video frame showing he got the pacifier""]",,3,2,0,what_do,,"[""a video frame showing boy he got the pacifier"", ""a video frame showing boy""]"
1,8783897632,what does the man in white do as the lady in black pushed her bike down,TC,DURING,DURING,DURING,0,clause_extracted,the lady in black pushed her bike down,the man in white,"[""original"", ""anchor_primary"", ""target_entity""]","[""what does the man in white do as the lady in black pushed her bike down"", ""a video frame showing the lady in black pushed her bike down"", ""a video frame showing the man in white""]","[""what does the man in white do as the lady in black pushed her bike down"", ""a video frame showing the lady in black pushed her bike down""]",,3,2,0,what_do,,"[""a video frame showing the lady in black pushed her bike down"", ""a video frame showing man in white near the lady in black pushed her bike down""]"
6,2567843468,what does the girl do after splashing the water at the beginning,TN,AFTER,AFTER,AFTER,0,clause_extracted,the girl splashing the water,the girl,"[""original"", ""anchor_primary"", ""target_entity""]","[""what does the girl do after splashing the water at the beginning"", ""a video frame showing the girl splashing the water"", ""a video frame showing the girl""]","[""what does the girl do after splashing the water at the beginning"", ""a video frame showing the girl splashing the water""]",,3,2,1,what_do,,"[""a video frame showing girl splashing the water at the beginning"", ""a video frame showing girl""]"
8,4219909195,what did the girl do after she sat down,TN,AFTER,AFTER,AFTER,0,clause_extracted,she sat down,the girl,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the girl do after she sat down"", ""a video frame showing she sat down"", ""a video frame showing the girl""]","[""what did the girl do after she sat down"", ""a video frame showing she sat down""]",,3,2,0,what_do,,"[""a video frame showing girl she sat down"", ""a video frame showing girl""]"
5,3322503255,what did the person man in the middle do after the person on the right stopped doing hand gestures,TN,AFTER,AFTER,AFTER,0,clause_extracted,the person on the right stopped doing hand gestures,,"[""original"", ""anchor_primary""]","[""what did the person man in the middle do after the person on the right stopped doing hand gestures"", ""a video frame showing the person on the right stopped doing hand gestures""]","[""what did the person man in the middle do after the person on the right stopped doing hand gestures"", ""a video frame showing the person on the right stopped doing hand gestures""]",,2,2,0,what_head,,"[""a video frame showing person man in the middle the person on the right stopped doing hand gestures"", ""a video frame showing person man in the middle""]"
3,3192668394,why did the woman in grey sits and does not move her position while sitting at the sofa with woman in blue,CW,CAUSE,DURING,CAUSE,1,clause_extracted,the woman in grey sits and does not move her position,,"[""original"", ""anchor_primary""]","[""why did the woman in grey sits and does not move her position while sitting at the sofa with woman in blue"", ""a video frame showing the woman in grey sits and does not move her position""]","[""why did the woman in grey sits and does not move her position while sitting at the sofa with woman in blue"", ""a video frame showing the woman in grey sits and does not move her position""]",,2,2,0,why_head,,"[""a video frame showing the woman in grey sits and does not move her position while sitting at the sofa with woman in blue""]"
5,4984417707,what does the man in blue do before the elephant kicked the ball,TP,BEFORE,BEFORE,BEFORE,0,clause_extracted,the elephant kicked the ball,the man in blue,"[""original"", ""anchor_primary"", ""target_entity""]","[""what does the man in blue do before the elephant kicked the ball"", ""a video frame showing the elephant kicked the ball"", ""a video frame showing the man in blue""]","[""what does the man in blue do before the elephant kicked the ball"", ""a video frame showing the elephant kicked the ball""]",,3,2,0,what_do,,"[""a video frame showing man in blue the elephant kicked the ball"", ""a video frame showing man in blue""]"
6,8604794910,how did the children tried to hit the ball,CH,MANNER,,MANNER,0,head_event,the children tried to hit the ball,,"[""original"", ""anchor_primary""]","[""how did the children tried to hit the ball"", ""a video frame showing the children tried to hit the ball""]","[""how did the children tried to hit the ball"", ""a video frame showing the children tried to hit the ball""]",,2,2,0,how_head,,"[""a video frame showing the children tried to hit the ball""]"
3,4420239986,why is the cat sitting on the table,CW,CAUSE,,CAUSE,0,head_event,the cat sitting on the table,,"[""original"", ""anchor_primary""]","[""why is the cat sitting on the table"", ""a video frame showing the cat sitting on the table""]","[""why is the cat sitting on the table"", ""a video frame showing the cat sitting on the table""]",,2,2,0,why_head,no_clause_pattern_matched,"[""a video frame showing why is the cat sitting on the table"", ""why is the cat sitting on the table""]"
2,7571121368,why does the child put her hand near her face near the end of the video,CW,CAUSE,,CAUSE,0,head_event,the child put her hand near her face near the end of the video,,"[""original"", ""anchor_primary""]","[""why does the child put her hand near her face near the end of the video"", ""a video frame showing the child put her hand near her face near the end of the video""]","[""why does the child put her hand near her face near the end of the video"", ""a video frame showing the child put her hand near her face near the end of the video""]",,2,2,0,why_head,,"[""a video frame showing the child put her hand near her face near the end of the video""]"
5,4915733559,what was the lady doing with the phone at her ear at first,TC,DURING,,DURING,0,head_event,the lady doing with the phone at her ear at first,,"[""original"", ""anchor_primary""]","[""what was the lady doing with the phone at her ear at first"", ""a video frame showing the lady doing with the phone at her ear at first""]","[""what was the lady doing with the phone at her ear at first"", ""a video frame showing the lady doing with the phone at her ear at first""]",,2,2,0,what_head,no_clause_pattern_matched,"[""a video frame showing what was the lady doing with the phone at her ear at first"", ""what was the lady doing with the phone at her ear at first""]"
9,2405940242,what did the man do when he sees the lady coming,TC,DURING,DURING,DURING,0,clause_extracted,he sees the lady coming,the man,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the man do when he sees the lady coming"", ""a video frame showing he sees the lady coming"", ""a video frame showing the man""]","[""what did the man do when he sees the lady coming"", ""a video frame showing he sees the lady coming""]",,3,2,0,what_do,,"[""a video frame showing he sees the lady coming"", ""a video frame showing man near he sees the lady coming""]"
4,6297019062,what did the person do after pushing the baby in pink chair towards the other babies,TN,AFTER,AFTER,AFTER,0,clause_extracted,the person pushing the baby in pink chair towards the other babies,the person,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the person do after pushing the baby in pink chair towards the other babies"", ""a video frame showing the person pushing the baby in pink chair towards the other babies"", ""a video frame showing the person""]","[""what did the person do after pushing the baby in pink chair towards the other babies"", ""a video frame showing the person pushing the baby in pink chair towards the other babies""]",,3,2,1,what_do,,"[""a video frame showing person pushing the baby in pink chair towards the other babies"", ""a video frame showing person""]"
2,3376544720,how is the man feeling when riding on the fake bull,TC,DURING,DURING,DURING,0,clause_extracted,riding on the fake bull,,"[""original"", ""anchor_primary""]","[""how is the man feeling when riding on the fake bull"", ""a video frame showing riding on the fake bull""]","[""how is the man feeling when riding on the fake bull"", ""a video frame showing riding on the fake bull""]",,2,2,0,how_head,no_clause_pattern_matched,"[""a video frame showing how is the man feeling when riding on the fake bull"", ""how is the man feeling when riding on the fake bull""]"
5,7571121368,how does the girl in pink react after the child reaches her side,TN,AFTER,AFTER,AFTER,0,clause_extracted,the child reaches her side,,"[""original"", ""anchor_primary""]","[""how does the girl in pink react after the child reaches her side"", ""a video frame showing the child reaches her side""]","[""how does the girl in pink react after the child reaches her side"", ""a video frame showing the child reaches her side""]",,2,2,0,how_head,,"[""a video frame showing the girl in pink react after the child reaches her side""]"
3,2736413196,why did the man in black bite on his fingernails,CW,CAUSE,,CAUSE,0,head_event,the man in black bite on his fingernails,,"[""original"", ""anchor_primary""]","[""why did the man in black bite on his fingernails"", ""a video frame showing the man in black bite on his fingernails""]","[""why did the man in black bite on his fingernails"", ""a video frame showing the man in black bite on his fingernails""]",,2,2,0,why_head,,"[""a video frame showing the man in black bite on his fingernails""]"
6,4378803532,what did the boy in stripped do after he dropped the sparkles on the floor,TN,AFTER,AFTER,AFTER,0,clause_extracted,he dropped the sparkles on the floor,the boy in stripped,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the boy in stripped do after he dropped the sparkles on the floor"", ""a video frame showing he dropped the sparkles on the floor"", ""a video frame showing the boy in stripped""]","[""what did the boy in stripped do after he dropped the sparkles on the floor"", ""a video frame showing he dropped the sparkles on the floor""]",,3,2,0,what_do,,"[""a video frame showing boy in stripped he dropped the sparkles on the floor"", ""a video frame showing boy in stripped""]"
4,6895608152,why are the people in red holding on to each other,CW,CAUSE,,CAUSE,0,head_event,the people in red holding on to each other,,"[""original"", ""anchor_primary""]","[""why are the people in red holding on to each other"", ""a video frame showing the people in red holding on to each other""]","[""why are the people in red holding on to each other"", ""a video frame showing the people in red holding on to each other""]",,2,2,0,why_head,no_clause_pattern_matched,"[""a video frame showing why are the people in red holding on to each other"", ""why are the people in red holding on to each other""]"
9,4970148391,what does the boy do after hitting the first balloon,TN,AFTER,AFTER,AFTER,0,clause_extracted,the boy hitting the first balloon,the boy,"[""original"", ""anchor_primary"", ""target_entity""]","[""what does the boy do after hitting the first balloon"", ""a video frame showing the boy hitting the first balloon"", ""a video frame showing the boy""]","[""what does the boy do after hitting the first balloon"", ""a video frame showing the boy hitting the first balloon""]",,3,2,1,what_do,,"[""a video frame showing boy hitting the first balloon"", ""a video frame showing boy""]"
0,4272084125,why did the woman hold up the bottle after the man speaks to the camera,CW,CAUSE,AFTER,CAUSE,1,clause_extracted,the woman hold up the bottle,,"[""original"", ""anchor_primary""]","[""why did the woman hold up the bottle after the man speaks to the camera"", ""a video frame showing the woman hold up the bottle""]","[""why did the woman hold up the bottle after the man speaks to the camera"", ""a video frame showing the woman hold up the bottle""]",,2,2,0,why_head,,"[""a video frame showing the woman hold up the bottle after the man speaks to the camera""]"
10,2771402761,how do the women motivate the kid to move foward,CH,MANNER,,MANNER,0,head_event,the women motivate the kid to move foward,,"[""original"", ""anchor_primary""]","[""how do the women motivate the kid to move foward"", ""a video frame showing the women motivate the kid to move foward""]","[""how do the women motivate the kid to move foward"", ""a video frame showing the women motivate the kid to move foward""]",,2,2,0,how_head,no_clause_pattern_matched,"[""a video frame showing how do the women motivate the kid to move foward"", ""how do the women motivate the kid to move foward""]"
4,4896969617,what is the girl in pink doing on the playground structure,TC,DURING,,DURING,0,head_event,the girl in pink doing on the playground structure,,"[""original"", ""anchor_primary""]","[""what is the girl in pink doing on the playground structure"", ""a video frame showing the girl in pink doing on the playground structure""]","[""what is the girl in pink doing on the playground structure"", ""a video frame showing the girl in pink doing on the playground structure""]",,2,2,0,what_head,no_clause_pattern_matched,"[""a video frame showing what is the girl in pink doing on the playground structure"", ""what is the girl in pink doing on the playground structure""]"
8,9565310990,how does the baby react after falling to his front,TN,AFTER,AFTER,AFTER,0,clause_extracted,falling to his front,,"[""original"", ""anchor_primary""]","[""how does the baby react after falling to his front"", ""a video frame showing falling to his front""]","[""how does the baby react after falling to his front"", ""a video frame showing falling to his front""]",,2,2,0,how_head,,"[""a video frame showing the baby react after falling to his front""]"
1,6291413193,why is the lady in white looking at the dolphin,CW,CAUSE,,CAUSE,0,head_event,the lady in white looking at the dolphin,,"[""original"", ""anchor_primary""]","[""why is the lady in white looking at the dolphin"", ""a video frame showing the lady in white looking at the dolphin""]","[""why is the lady in white looking at the dolphin"", ""a video frame showing the lady in white looking at the dolphin""]",,2,2,0,why_head,no_clause_pattern_matched,"[""a video frame showing why is the lady in white looking at the dolphin"", ""why is the lady in white looking at the dolphin""]"
3,4978714491,what did the green bus do after the white bus stopped behind the white line,TN,AFTER,AFTER,AFTER,0,clause_extracted,the white bus stopped behind the white line,the green bus,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the green bus do after the white bus stopped behind the white line"", ""a video frame showing the white bus stopped behind the white line"", ""a video frame showing the green bus""]","[""what did the green bus do after the white bus stopped behind the white line"", ""a video frame showing the white bus stopped behind the white line""]",,3,2,0,what_do,,"[""a video frame showing green bus the white bus stopped behind the white line"", ""a video frame showing green bus""]"
2,2679130168,why did the adult move the stuffed toy towards the girl s face several times near the end of the video,CW,CAUSE,,CAUSE,0,head_event,the adult move the stuffed toy towards the girl s face several times near the end of the video,,"[""original"", ""anchor_primary""]","[""why did the adult move the stuffed toy towards the girl's face several times near the end of the video"", ""a video frame showing the adult move the stuffed toy towards the girl's face several times near the end of the video""]","[""why did the adult move the stuffed toy towards the girl's face several times near the end of the video"", ""a video frame showing the adult move the stuffed toy towards the girl's face several times near the end of the video""]",,2,2,0,why_head,,"[""a video frame showing the adult move the stuffed toy towards the girl's face several times near the end of the video""]"
2,3145698830,why did the baby reach forwards as the man read from the book,CW,CAUSE,DURING,CAUSE,1,clause_extracted,the baby reach forwards,,"[""original"", ""anchor_primary""]","[""why did the baby reach forwards as the man read from the book"", ""a video frame showing the baby reach forwards""]","[""why did the baby reach forwards as the man read from the book"", ""a video frame showing the baby reach forwards""]",,2,2,0,why_head,,"[""a video frame showing the baby reach forwards as the man read from the book""]"
0,4688219212,why did the coach support the gymnast boy from the back at the beginning,CW,CAUSE,,CAUSE,0,head_event,the coach support the gymnast boy from the back,,"[""original"", ""anchor_primary""]","[""why did the coach support the gymnast boy from the back at the beginning"", ""a video frame showing the coach support the gymnast boy from the back""]","[""why did the coach support the gymnast boy from the back at the beginning"", ""a video frame showing the coach support the gymnast boy from the back""]",,2,2,0,why_head,,"[""a video frame showing the coach support the gymnast boy from the back at the beginning""]"
6,6624174621,what was the woman doing before she stood up,TP,BEFORE,BEFORE,BEFORE,0,clause_extracted,she stood up,the woman,"[""original"", ""anchor_primary"", ""target_entity""]","[""what was the woman doing before she stood up"", ""a video frame showing she stood up"", ""a video frame showing the woman""]","[""what was the woman doing before she stood up"", ""a video frame showing she stood up""]",,3,2,0,what_doing,no_clause_pattern_matched,"[""a video frame showing what was the woman doing before she stood up"", ""what was the woman doing before she stood up""]"
3,7492398760,did the boy and girl fall hardly on the ground after the swing,TN,AFTER,AFTER,AFTER,0,clause_extracted,the swing,,"[""original"", ""anchor_primary""]","[""did the boy and girl fall hardly on the ground after the swing"", ""a video frame showing the swing""]","[""did the boy and girl fall hardly on the ground after the swing"", ""a video frame showing the swing""]",,2,2,0,unmatched,no_clause_pattern_matched,"[""a video frame showing did the boy and girl fall hardly on the ground after the swing"", ""did the boy and girl fall hardly on the ground after the swing""]"
7,4219909195,why is the lady in green smiling,CW,CAUSE,,CAUSE,0,head_event,the lady in green smiling,,"[""original"", ""anchor_primary""]","[""why is the lady in green smiling"", ""a video frame showing the lady in green smiling""]","[""why is the lady in green smiling"", ""a video frame showing the lady in green smiling""]",,2,2,0,why_head,no_clause_pattern_matched,"[""a video frame showing why is the lady in green smiling"", ""why is the lady in green smiling""]"
4,6356067859,why did the boy reach out his hand towards the horse,CW,CAUSE,,CAUSE,0,head_event,the boy reach out his hand towards the horse,,"[""original"", ""anchor_primary""]","[""why did the boy reach out his hand towards the horse"", ""a video frame showing the boy reach out his hand towards the horse""]","[""why did the boy reach out his hand towards the horse"", ""a video frame showing the boy reach out his hand towards the horse""]",,2,2,0,why_head,,"[""a video frame showing the boy reach out his hand towards the horse""]"
6,4896969617,what did the boy do after he stood up from the slide,TN,AFTER,AFTER,AFTER,0,clause_extracted,he stood up from the slide,the boy,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the boy do after he stood up from the slide"", ""a video frame showing he stood up from the slide"", ""a video frame showing the boy""]","[""what did the boy do after he stood up from the slide"", ""a video frame showing he stood up from the slide""]",,3,2,0,what_do,,"[""a video frame showing boy he stood up from the slide"", ""a video frame showing boy""]"
0,5667931404,why did the baby bend down towards the toy truck at the beginning,CW,CAUSE,,CAUSE,0,head_event,the baby bend down towards the toy truck,,"[""original"", ""anchor_primary""]","[""why did the baby bend down towards the toy truck at the beginning"", ""a video frame showing the baby bend down towards the toy truck""]","[""why did the baby bend down towards the toy truck at the beginning"", ""a video frame showing the baby bend down towards the toy truck""]",,2,2,0,why_head,,"[""a video frame showing the baby bend down towards the toy truck at the beginning""]"
7,3303565503,how does the lady react to the man moving his hand to her waist,TC,DURING,,DURING,0,head_event,the lady react to the man moving his hand to her waist,,"[""original"", ""anchor_primary""]","[""how does the lady react to the man moving his hand to her waist"", ""a video frame showing the lady react to the man moving his hand to her waist""]","[""how does the lady react to the man moving his hand to her waist"", ""a video frame showing the lady react to the man moving his hand to her waist""]",,2,2,0,how_head,,"[""a video frame showing the lady react to the man moving his hand to her waist""]"
7,6727904179,how did the two men indoors made themselves comfortable,CH,MANNER,,MANNER,0,head_event,the two men indoors made themselves comfortable,,"[""original"", ""anchor_primary""]","[""how did the two men indoors made themselves comfortable"", ""a video frame showing the two men indoors made themselves comfortable""]","[""how did the two men indoors made themselves comfortable"", ""a video frame showing the two men indoors made themselves comfortable""]",,2,2,0,how_head,,"[""a video frame showing the two men indoors made themselves comfortable""]"
